EXEC_TIME,MSIZE,BSIZE,CPUS_PER_NODE,NUM_NODES,NUM_CPUS,CPU_AVG,MEM_AVG,CPU_AVG_USED,MEM_AVG_USED,Linear Regression_FILTERED,Polynomial Regression_FILTERED,Random Forest_FILTERED,FFNN_FILTERED,XGBoost_FILTERED
1597,15,800,112,3,224,50.57,16.12,113.28,36.11,2263.9520768734815,1983.8907452813746,1579.946,1677.510791015625,1633.814
50,10,200,112,8,784,3.61,14.22,28.3,111.48,-380.51280681025037,185.74280073349365,64.0256,83.5586166381836,53.17495
711,15,600,112,4,336,32.47,15.05,109.1,50.57,1497.05628730864,890.1928037231189,690.612,579.8349304199219,716.6405
66,14,256,112,5,448,21.39,13.96,95.83,62.54,125.57420675121978,100.21458872959974,63.192,92.32465515136718,71.352005
1377,13,800,112,4,336,30.71,15.55,103.19,52.25,2123.524252932808,1328.9262427003814,1379.464,1339.492529296875,1372.5979
852,17,600,112,8,784,30.44,14.34,238.65,112.43,1564.5636626245441,750.9933943404449,823.526,876.7480224609375,797.04333
1431,13,800,112,16,1680,9.1,14.48,152.88,243.26,1948.5151762333596,1170.8860470261397,1434.108,1441.424853515625,1438.2383
35,8,256,112,3,224,13.25,13.4,29.68,30.02,-222.78881644603177,-67.65834325734272,35.76,55.08996353149414,30.921825
748,16,600,112,5,448,50.15,15.35,224.67,68.77,1545.3940646915462,909.808685544229,729.23,691.1225708007812,734.8429
5951,24,600,112,2,112,85.6,16.31,95.87,18.27,2092.5212707292876,3736.3507672848887,6664.76,6403.07763671875,6805.324
186,12,400,112,8,784,13.31,13.94,104.35,109.29,497.6426272453569,307.8740373287773,192.23,150.84253273010253,207.61807
58,17,200,112,5,448,24.77,14.12,110.97,63.26,103.69253211963121,25.82143301593669,59.374,68.35690612792969,45.05122
201,8,512,112,2,112,49.73,14.36,55.7,16.08,754.754249073978,-142.78541539486065,253.026,175.78723831176757,283.7887
1201,24,600,112,12,1232,38.62,14.75,475.8,181.72,1946.6803734797477,1077.9993115709626,1411.172,1277.2236083984376,1095.2078
3145,64,200,112,2,112,94.04,15.28,105.32,17.11,3104.7725553639107,4597.384537411708,2668.216,4559.342431640625,2798.7263
1881,22,600,112,4,336,67.19,16.66,225.76,55.98,1937.5093570636598,2191.337906371523,1622.2461333333335,1912.1431640625,1734.941
56,13,256,112,4,336,25.19,13.95,84.64,46.87,77.2364293683138,101.32575890809704,54.562,39.029001998901364,66.24526
195,10,400,112,16,1680,4.71,13.76,79.13,231.17,255.12617523000495,-35.85610512646167,198.227,231.6580383300781,193.4108
151,22,256,112,5,448,40.07,14.19,179.51,63.57,628.9491436140993,153.73501004185408,133.516,262.62587585449216,67.12649
2256,20,800,112,8,784,44.24,15.6,346.84,122.3,2505.6409637880115,2250.0074020863176,2248.446,2245.25390625,2386.3335
4297,20,1000,112,12,1232,29.56,15.12,364.18,186.28,3199.6163047280825,3585.762293415657,4153.989333333334,4334.98466796875,4202.5596
1282,12,800,112,6,560,23.3,14.46,130.48,80.98,2031.4342063750396,1126.6370827428254,1244.654,1310.733251953125,1262.3597
5197,14,1200,112,4,336,53.8,18.8,180.77,63.17,3691.0695197204427,5092.322367881852,5090.664,5016.4734375,5139.4624
721,15,512,112,3,224,50.61,15.84,113.37,35.48,1180.6232291040437,738.5755025568515,665.51,589.1032409667969,595.7268
596,12,512,112,2,112,61.19,16.1,68.53,18.03,1006.4417175054178,394.7665709733602,567.909,513.9635864257813,613.16656
76,22,200,112,6,560,33.14,14.08,185.58,78.85,403.7177779339769,-99.5943806404876,275.32,618.4281127929687,184.0119
1563,40,400,112,6,560,82.42,16.21,461.55,90.78,2288.623085715343,2432.863846663707,1739.362,1824.2873046875,1773.4246
2468,12,1000,112,5,448,30.22,15.6,135.39,69.89,2798.3299959398814,2216.708724005014,2530.47,2433.384912109375,2483.8306
47,10,200,112,6,560,6.5,13.46,36.4,75.38,-351.34462736034243,105.93781337447123,46.02880000000002,60.37072525024414,56.25625
645,12,600,112,16,1680,7.26,14.04,121.97,235.87,1133.2816092856121,461.3115621538235,631.46,565.1608825683594,623.23425
40,10,200,112,6,560,11.11,13.22,62.22,74.03,-351.34462736034243,105.93781337447123,46.02880000000001,60.37072525024414,56.25625
6791,18,1200,112,8,784,37.77,17.39,296.12,136.34,3884.420629252066,6331.506487518694,6523.296,6767.94638671875,6774.0225
91,20,256,112,5,448,48.16,13.81,215.76,61.87,503.10540939837944,132.41918314874113,97.0,231.2668441772461,79.83401
3672,32,400,112,2,112,89.69,16.14,100.45,18.08,1843.5845077522797,3671.8696104968294,3802.12,4141.106689453125,4121.538
496,17,512,112,5,448,53.5,15.49,239.68,69.4,1277.2987838698555,706.3825935381192,511.092,497.69189453125,550.55457
358,8,600,112,8,784,7.09,14.09,55.59,110.47,998.2668586538045,646.7969598998404,375.824,163.44434661865233,360.46844
1085,20,512,112,3,224,80.85,16.16,181.1,36.2,1495.2325646433433,1552.0451594167093,1143.378,1169.3928344726562,1206.6458
181,13,400,112,4,336,26.47,14.64,88.94,49.19,618.9008532530329,257.88477908411556,182.784,163.0283432006836,169.68423
30,10,128,112,6,560,4.36,13.43,24.42,75.21,-622.1768393027019,31.56505234364522,37.04126666666668,18.158150959014893,70.73357
201,13,400,112,8,784,15.72,14.06,123.24,110.23,560.5644943532168,286.876411253541,201.46,164.73043556213378,210.89568
397,8,600,112,16,1680,3.53,13.83,59.3,232.34,881.5941408541725,434.49880852630383,424.508,383.5731506347656,395.41156
27,12,200,112,3,224,24.66,14.11,55.24,31.61,-181.7486239697605,33.25112723930539,32.674,27.958225822448732,30.029562
3107,50,400,112,6,560,81.15,16.31,454.44,91.34,2917.8417567939427,4426.239477401983,2707.534,3299.711962890625,3030.5151
504,10,600,112,16,1680,5.33,13.84,89.54,232.51,1007.4378750698924,431.93357644050127,480.882,417.3296142578125,511.5501
6868,40,400,112,2,112,93.57,16.78,104.8,18.79,2346.9594446151596,5817.982655927947,5856.564,6896.4349609375,7021.3022
416,50,200,112,6,560,68.12,15.44,381.47,86.46,2165.5300569540555,-537.7810493858781,554.274,259.44698333740234,497.9362
1111,40,400,112,12,1232,52.98,15.9,652.71,195.89,2201.118547365619,1484.1887249528158,1170.8,1277.4721435546876,1145.7444
276,10,512,112,5,448,19.18,14.3,85.93,64.06,836.845714114836,271.78242897214244,263.96,306.35479736328125,248.1812
546,32,400,112,12,1232,57.58,15.33,709.39,188.87,1697.7436105027396,810.3848288688168,634.694,616.1039367675781,433.6211
216,8,512,112,5,448,11.97,14.08,53.63,63.08,711.0019798991161,221.98285034252171,223.772,151.84125671386718,172.77971
1761,16,800,112,4,336,40.63,15.99,136.52,53.73,2312.2898542563876,2088.0114387539606,1737.768,1727.2923095703125,1756.0303
51,13,256,112,3,224,43.61,14.48,97.69,32.44,91.82051909326788,124.80299367514198,51.31,28.287814712524415,63.608276
36,8,200,112,6,560,3.25,12.65,18.2,70.84,-477.18836157606233,127.03662113586972,48.87846666666667,3.5069555282592773,46.188477
126,15,256,112,2,112,58.12,15.42,65.09,17.27,232.24834303394175,315.81701268606116,129.952,88.38791275024414,122.59944
3078,30,400,112,2,112,87.58,15.84,98.09,17.74,1717.74077353656,3208.9738172230714,3293.73,3643.419677734375,3791.1387
95,12,200,112,16,1680,3.23,13.66,54.26,229.49,-371.3417903941627,-141.0904225733102,128.678,13.053316783905029,100.883255
392,48,200,112,6,560,64.51,15.35,361.26,85.96,2039.6863227383355,-532.2488020354538,530.34,238.7609977722168,359.19763
50,12,256,112,4,336,22.51,13.84,75.63,46.5,14.31456226045384,82.90130044469035,52.6145,32.12221488952637,68.662254
586,13,600,112,4,336,29.87,15.1,100.36,50.74,1371.2125530929202,621.3318375890444,570.54,570.4017883300781,577.86523
530,18,512,112,4,336,79.87,15.68,268.36,52.68,1354.8047407026695,977.0818238922759,563.6453333333334,642.4484985351562,619.95624
60,15,200,112,8,784,11.06,14.2,86.71,111.33,-65.90347127095072,79.85798859892685,77.83,58.2722885131836,76.61343
1651,32,600,112,12,1232,66.89,16.28,824.08,200.57,2450.055310342627,2132.877185351141,1994.488,1855.067333984375,1727.347
100,14,200,112,16,1680,4.07,13.89,68.38,233.35,-245.49805617844277,139.21208406443907,144.61933333333334,-4.9082293033599855,101.24492
3134,36,600,112,12,1232,49.7,16.45,612.3,202.66,2701.7427787740667,2911.6020475617715,2966.456,2775.3779296875,3202.6948
52,16,200,112,5,448,25.21,14.13,112.94,63.3,40.77066501177126,32.25419061033347,52.642,46.528806114196776,39.870827
2487,12,1000,112,4,336,39.76,16.14,133.59,54.23,2812.9140856648355,2220.6347264436004,2555.622,2401.00302734375,2487.6655
80,19,200,112,8,784,16.06,14.08,125.91,110.39,185.7839971604891,-28.920486251593502,113.9,157.55865478515625,57.145775
1081,15,512,112,2,112,68.73,16.41,76.98,18.38,1195.2073188289978,892.4789363497853,966.464,926.3875,1049.5189
186,13,400,112,5,448,30.01,14.22,134.44,63.71,604.3167635280788,243.7869497762964,187.198,176.57958374023437,174.05164
461,10,600,112,8,784,11.3,14.52,88.59,113.84,1124.1105928695245,599.3731958159034,438.204,397.0849365234375,473.898
2468,12,1000,112,6,560,24.13,15.75,135.13,88.2,2783.7459062149273,2232.0428640801774,2492.7936000000004,2443.35625,2480.3716
585,24,400,112,6,560,47.79,15.17,267.62,84.95,1281.8732119895844,629.737165311215,651.552,429.528396987915,562.25507
35,12,128,112,6,560,4.95,13.53,27.72,75.77,-496.33310508698196,14.267483489443862,51.992,26.3576397895813,87.0179
1021,10,800,112,4,336,27.8,14.46,93.41,48.59,1934.7586516092279,722.7135043410145,982.798,902.583642578125,1049.2778
201,8,512,112,3,224,24.75,14.05,55.44,31.47,740.1701593490241,-24.354101281424676,211.572,208.70730895996093,203.0679
36,13,200,112,3,224,38.42,14.46,86.06,32.39,-118.82675686190055,64.51445107507325,36.956,75.23559341430663,28.520945
276,18,400,112,8,784,31.64,14.35,248.06,112.5,875.1738298925166,248.74578201028947,287.416,283.2595611572266,293.24796
410,14,512,112,5,448,35.67,14.66,159.8,65.68,1088.5331825462758,469.6752622975679,413.252,453.475048828125,393.78558
803,17,600,112,5,448,55.8,15.56,249.98,69.71,1608.315931799406,1037.8616686048808,778.634,721.910693359375,777.65106
938,64,200,112,5,448,79.14,14.97,354.55,67.07,3061.020286189049,493.8507248865184,1158.936,805.7225708007812,893.6168
4755,22,1000,112,8,784,55.7,17.11,436.69,134.14,3383.7963978436187,5013.730045152086,4536.618,4972.03720703125,4742.933
110,24,200,112,12,1232,14.63,14.04,180.24,172.97,442.05697379997287,316.0924187222011,163.23566666666667,41.78515396118164,92.55959
1595,8,1000,112,16,1680,3.7,13.99,62.16,235.03,2386.2175405339476,2398.905071267854,1729.97,1575.1967041015625,1609.308
1548,28,512,112,4,336,,,,,1984.023411781269,2752.2014174945457,2578.403466666666,2125.8244873046874,1530.2782
370,13,512,112,4,336,41.98,14.95,141.05,50.23,1040.1954051633697,430.3895501272907,372.6717857142857,429.18397216796876,357.86298
4257,20,1000,112,12,1232,29.76,15.52,366.64,191.21,3199.6163047280825,3585.762293415657,4153.989333333334,4334.98466796875,4202.5596
172,12,400,112,5,448,25.32,14.1,113.43,63.17,541.3948964202189,219.85898539728834,181.536,180.0648971557617,171.17836
4267,20,1000,112,8,784,46.38,15.91,363.62,124.73,3257.952663627899,4293.720792188697,4292.156,4436.96728515625,4534.8574
142,16,256,112,2,112,63.27,15.19,70.86,17.01,295.1702101418017,389.35337697051915,144.252,124.7624267578125,141.38924
61,13,256,112,5,448,17.2,14.16,77.06,63.44,62.652339643359824,98.71608067649788,60.494,132.6363739013672,71.69295
805,30,400,112,6,560,67.64,15.28,378.78,85.57,1659.404414636744,1120.4471450623546,969.058,650.1709655761719,783.58923
340,12,512,112,3,224,54.7,15.07,122.53,33.76,991.8576277804639,359.0601553268689,360.8206666666666,421.9616638183594,386.30365
2671,13,1000,112,4,336,31.42,16.27,105.57,54.67,2875.8359527726952,2572.9936739081913,2695.42,2625.416064453125,2734.5679
13157,32,600,112,2,112,91.1,17.97,102.03,20.13,2595.8962075921672,6843.46929391794,11001.938,12431.9580078125,12077.011
7032,19,1200,112,8,784,42.93,17.59,336.57,137.91,3947.3424963599264,6799.230248012982,6798.41,7142.59755859375,7053.758
1062,22,600,112,8,784,52.71,15.66,413.25,122.77,1879.1729981638437,1171.9095596658995,1063.8633333333335,985.1462524414062,1052.2458
661,13,600,112,16,1680,8.65,14.08,145.32,236.54,1196.203476393472,488.1602727715507,656.134,640.5775085449219,661.3563
236,40,200,112,6,560,61.06,14.77,341.94,82.71,1536.311385875456,-453.1015169289483,354.032,88.9019271850586,204.10663
101,20,200,112,12,1232,11.41,13.82,140.57,170.26,190.36950536853305,308.0137020331039,104.01885714285713,80.74242851734161,90.03667
30,16,128,112,4,336,17.83,13.64,59.91,45.83,-215.4774572056342,-27.69249911329672,32.133,15.755199432373047,22.964474
395,14,512,112,4,336,48.94,14.92,164.44,50.13,1103.1172722712297,522.2241783742327,409.37533333333334,446.3083984375,403.4212
41,16,200,112,4,336,20.53,14.23,68.98,47.81,55.354754736725226,77.4963610254467,43.633,37.27563219070434,36.80537
84,22,200,112,4,336,42.84,14.19,143.94,47.68,432.88595738388494,135.10412070637565,100.958,18.815304470062255,95.51711
3133,15,1000,112,5,448,47.02,17.2,210.65,77.06,2987.095597263461,3185.060750135251,3157.732,3082.8205078125,3173.9753
36,19,128,112,5,448,15.82,14.44,70.87,64.69,-41.295945607008434,-115.44480879212415,46.688,163.5739715576172,6.319823
38,12,200,112,5,448,17.15,13.69,76.83,61.33,-210.91680341966855,52.26463051214705,40.902,90.39562664031982,38.509865
440,15,512,112,5,448,41.8,15.08,187.26,67.56,1151.4550496541356,540.0486790109665,455.448,469.63067016601565,481.08368
134,20,256,112,3,224,65.27,0.01,146.2,0.02,532.2735888482874,455.3437516908011,143.458,68.17223815917968,165.98848
1006,20,600,112,8,784,41.66,15.11,326.61,118.46,1753.3292639481238,971.5574468379183,981.902,944.5238647460938,1011.5033
1546,30,600,112,12,1232,58.89,15.9,725.52,195.89,2324.2115761269074,1807.205088790654,1783.122,1416.4998046875,1878.1879
2051,10,1000,112,12,1232,7.97,13.82,98.19,170.26,2570.3976336494834,2378.8953124379564,2058.1126666666664,1965.7235107421875,2034.5486
587,13,600,112,3,224,66.75,16.29,149.52,36.49,1385.7966428178743,675.0748249220512,584.462,515.2569152832032,580.59045
311,22,256,112,2,112,76.29,15.65,85.44,17.53,672.7014127889613,872.3884199882084,292.59,342.06036376953125,313.04337
126,19,256,112,4,336,41.49,15.27,139.41,51.31,454.7676320154735,238.75300431634707,120.772,35.89303894042969,133.4878
565,18,512,112,12,1232,21.22,13.54,261.43,166.81,1238.1320229030375,494.51427344779813,551.23,514.4236694335938,596.4889
556,19,512,112,5,448,66.99,15.98,300.12,71.59,1403.1425180855754,907.3153124294646,582.75,612.4748718261719,678.0812
2689,13,1000,112,8,784,19.89,15.14,155.94,118.7,2817.4995938728794,2473.0658967763516,2715.592,2673.142919921875,2746.9402
601,13,600,112,8,784,18.86,14.38,147.86,112.74,1312.8761941931043,603.1333560154483,589.598,618.2901794433594,608.6873
3957,20,800,112,3,224,55.59,17.61,124.52,39.45,2578.5614124127815,3751.9141466174724,3580.546,4037.632861328125,3915.7734
1848,17,800,112,8,784,32.54,15.81,255.11,123.95,2316.8753624644314,1731.4625614504885,1813.898,1875.53251953125,1820.6276
5363,40,600,112,6,560,87.26,16.91,488.66,94.7,3040.9347855552305,6338.971173041985,4759.826,5438.29873046875,5202.5854
160,18,256,112,2,112,81.19,16.03,90.93,17.95,421.0139443575216,542.1103245599097,159.262,197.4701400756836,168.79044
56,14,256,112,3,224,50.08,14.9,112.18,33.38,154.74238620112783,167.2247549050192,57.668,70.23236999511718,68.25393
213,15,400,112,3,224,79.16,15.71,177.32,35.19,759.3286771937068,466.55377866320725,216.08,242.7931137084961,224.83762
1726,16,800,112,8,784,29.55,15.09,231.67,118.31,2253.9534953565717,1591.2855449777062,1703.77,1735.3436767578125,1721.3877
46,12,256,112,3,224,36.22,14.17,81.13,31.74,28.898651985407923,83.78760297246862,47.462,11.733810997009277,65.37207
249,17,400,112,5,448,49.42,14.74,221.4,66.04,856.0042319595186,391.2397575319378,249.656,141.29242477416992,229.45918
1987,18,800,112,8,784,36.53,15.41,286.4,120.81,2379.797229572291,1887.926940169813,1946.216,1990.92587890625,1944.7917
31,14,128,112,5,448,6.91,13.72,30.96,61.47,-355.90528114630797,-30.74787188853793,34.2,-1.6084260940551758,26.637424
101,16,256,112,3,224,44.4,14.95,99.46,33.49,280.5861204168477,256.5770066846165,92.668,92.45802764892578,98.513916
1971,24,600,112,6,560,51.3,16.43,287.28,92.01,2034.1849118294717,1907.9056993920212,2243.112,1464.0875610351563,1758.957
584,36,200,112,2,112,88.86,15.85,99.52,17.75,1342.960276343832,1549.7211559297666,838.178,317.7714477539063,417.295
324,50,200,112,12,1232,41.72,15.06,513.99,185.54,2078.0255186043314,-67.65011810976728,437.812,223.5437469482422,355.8296
1652,15,800,112,5,448,25.28,15.06,113.25,67.47,2234.7838974235738,1688.1314035187856,1624.282,1553.084228515625,1631.3102
155,10,400,112,8,784,9.49,14.37,74.4,112.66,371.798893029637,362.66155422937317,154.484,220.3353729248047,168.59915
1408,18,512,112,2,112,90.6,17.26,101.47,19.33,1383.9729201525774,1473.404899563167,1350.948,1486.1854736328125,1339.8171
5091,14,1200,112,5,448,40.97,17.27,183.55,77.37,3676.4854299954886,4962.724770741947,4988.078,5070.59658203125,5110.0713
37,8,256,112,4,336,9.18,13.04,30.84,43.81,-237.37290617098586,19.348872860996323,37.69,103.6748260498047,34.806152
30,8,128,112,5,448,3.53,13.21,15.81,59.18,-733.4364837934677,-20.299766347252216,32.576,15.102220058441162,19.8156
1632,15,800,112,4,336,33.81,15.61,113.6,52.45,2249.3679871485274,1817.876537379148,1614.214,1595.083251953125,1653.3447
25,15,128,112,3,224,22.38,14.45,50.13,32.37,-263.8152345885401,19.583737000401015,31.044,52.137791061401366,29.856003
834,16,512,112,3,224,53.31,15.74,119.41,35.26,1243.5450962119037,882.9819476223469,791.316,666.044775390625,669.72034
3827,18,1000,112,3,224,90.96,19.58,203.75,43.86,3205.029378036949,5051.567021636076,3662.682,4109.0275390625,3933.9644
41,10,256,112,4,336,16.68,13.45,56.04,45.19,-111.52917195526595,49.240814267972496,41.144,98.06921081542968,44.6874
13946,24,800,112,2,112,85.32,17.98,95.56,20.14,2844.832970569175,6179.904905903025,10708.092,12620.36328125,12579.649
1336,13,800,112,3,224,68.92,17.35,154.38,38.86,2138.1083426577616,1398.8318255191457,1359.572,1370.7020751953125,1346.5925
25,15,128,112,5,448,9.33,13.42,41.8,60.12,-292.98341403844813,-42.498587918826956,34.088,15.116330623626709,28.568869
646,14,600,112,3,224,76.15,16.58,170.58,37.14,1448.7185099257342,842.5909606921147,639.648,568.9931762695312,646.233
770,8,800,112,2,112,53.96,15.84,60.44,17.74,1838.083096843416,78.36840226074978,1375.734,755.1943359375,904.9259
115,18,128,112,6,560,4.03,14.31,22.57,80.14,-118.80190243982224,-110.4516678362786,133.98,305.01170349121094,154.1677
442,10,600,112,4,336,26.48,14.05,88.97,47.21,1182.4469517693406,301.61390325099427,422.036,452.79454345703124,441.56778
87,19,256,112,5,448,43.61,14.91,195.37,66.8,440.1835422905195,123.92621117984152,92.946,140.74433441162108,73.145485
3998,19,1000,112,8,784,42.42,16.55,332.57,129.75,3195.030796520039,3967.2370690087478,4094.166,4164.37978515625,4227.636
1958,18,800,112,3,224,89.0,17.79,199.36,39.85,2452.717678197061,2991.9925750078683,2033.288,2496.7828125,2110.0354
495,17,512,112,4,336,71.48,15.25,240.17,51.24,1291.8828735948096,850.0947337641082,536.804,556.144091796875,588.07434
2914,48,400,112,6,560,76.8,15.59,430.08,87.3,2791.998022578223,3969.6122240645996,2764.084,2994.221533203125,2906.4546
2907,14,1000,112,3,224,80.96,19.48,181.35,43.64,2953.3419096055095,3090.327056557539,2894.716,2863.3388671875,2882.0
1679,20,600,112,3,224,54.47,16.32,122.01,36.56,1826.2497125728937,2091.442537959204,1563.804,1895.945458984375,1726.404
21,12,128,112,4,336,9.18,13.68,30.84,45.96,-467.1649256370738,-35.5311758087513,25.2625,-11.018777221441269,24.624363
26,16,128,112,2,112,46.8,14.5,52.42,16.24,-186.30927775572616,136.88780550917267,47.536,7.4377906799316404,49.675
797,40,200,112,2,112,88.48,16.23,99.1,18.18,1594.6477447752718,1866.9347042767695,1163.416,467.59278259277346,827.3392
150,17,256,112,2,112,69.98,15.03,78.38,16.83,358.09207724966166,464.76034611694934,152.29,153.9437698364258,157.4989
701,22,512,112,12,1232,30.89,14.56,380.56,179.38,1489.8194913344773,617.1963678981031,698.6363047619047,776.7476196289062,704.1344
136,30,200,112,12,1232,23.41,14.95,288.41,184.18,819.5881764471325,280.17159182035215,192.319,54.357270050048825,110.20359
221,16,400,112,3,224,79.81,15.29,178.77,34.25,822.2505443015666,561.1998147565708,232.86,250.2382080078125,248.95874
1996,10,1000,112,4,336,28.33,15.01,95.19,50.43,2687.070351449115,1584.040375192547,1899.8729333333333,1963.9024658203125,1994.2933
651,14,600,112,8,784,21.82,14.55,171.07,114.07,1375.798061300964,624.6485755069814,653.806,701.0765747070312,657.71155
898,19,600,112,8,784,40.15,15.02,314.78,117.76,1690.4073968402638,887.4466182073852,895.854,912.03212890625,914.88916
331,22,400,112,6,560,63.8,13.98,357.28,78.29,1156.0294777738643,512.1484327370049,398.2606666666667,383.2639190673828,443.90643
2467,12,1000,112,3,224,59.84,17.36,134.04,38.89,2827.4981753897896,2248.739567383135,2499.782,2428.57734375,2449.4546
73,20,200,112,3,224,34.72,14.66,77.77,32.84,321.626312893119,281.1732423346014,96.22366666666667,28.536396789550782,103.770386
226,16,400,112,4,336,34.97,14.77,117.5,49.63,807.6664545766126,435.49207032029176,221.134,175.3535614013672,222.30864
2906,14,1000,112,4,336,53.87,17.43,181.0,58.56,2938.7578198805554,2948.1570085115686,2964.04,2853.11298828125,2921.3586
3611,17,1000,112,8,784,33.65,16.32,263.82,127.95,3069.187062304319,3380.949407079552,3621.494,3615.601171875,3618.3677
28,10,200,112,4,336,13.24,13.31,44.49,44.72,-322.17644791043426,10.793792395233424,30.342066666666664,70.09628593921661,21.31384
130,16,128,112,6,560,2.88,14.25,16.13,79.8,-244.64563665554215,-57.32011207698065,113.87,90.77292003631592,121.49597
110,8,256,112,6,560,3.63,13.59,20.33,76.1,-266.5410856208938,179.75747825759368,104.945,31.38678741455078,89.970116
27,8,256,112,2,112,33.26,14.14,37.25,15.84,-208.2047267210778,-152.6425736727781,32.232,-27.56980142593384,-1.6260035
36,18,128,112,5,448,16.89,14.37,75.67,64.38,-104.21781271486827,-93.46155893009427,38.03,111.90677108764649,25.244308
95,24,200,112,6,560,33.1,14.55,185.36,81.48,529.5615121496969,-141.60010643709165,204.108,275.95948181152346,160.51482
551,12,600,112,6,560,22.51,14.13,126.06,79.13,1279.1225065351523,527.7308973782591,553.032,647.6229125976563,562.4475
48,12,200,112,6,560,3.25,13.9,18.2,77.84,-225.50089314462252,80.11459660722721,77.2793,110.1404525756836,74.38149
5881,16,1200,112,3,224,94.19,21.96,210.99,49.19,3831.4973436611162,6570.359319149016,5594.168,6291.94560546875,5857.8545
212,15,400,112,4,336,29.5,14.62,99.12,49.12,744.7445874687527,370.82025423013863,208.294,134.32104110717773,208.59885
781,8,800,112,4,336,18.0,13.94,60.48,46.84,1808.914917393508,402.53542947078336,841.198,483.7483856201172,818.827
86,13,128,112,6,560,2.23,13.81,12.49,77.34,-433.411237979122,0.8860351782536782,76.242,-14.792067718505859,93.251854
185,19,128,112,6,560,2.85,14.4,15.96,80.64,-55.880035331962404,-141.0984696889966,272.054,472.22365112304686,310.0888
43,16,200,112,3,224,46.33,14.17,103.78,31.74,69.93884446167931,157.25708519359014,47.627,65.23932752609252,50.707836
196,14,400,112,3,224,67.19,15.46,150.51,34.63,696.4068100858468,377.64828409055235,188.434,218.61904296875,190.16052
3371,16,1000,112,8,784,30.04,15.69,235.51,123.01,3006.265195196459,3121.00065946119,3427.584,3355.168115234375,3362.7847
1531,8,1000,112,2,112,54.36,16.83,60.88,18.85,2590.3947966833034,653.7589985139034,1679.5696666666668,1756.9478271484375,1476.0173
112,10,256,112,6,560,4.66,13.66,26.1,76.5,-140.6973514051739,151.25990532652054,107.32976666666666,114.9944694519043,104.26819
1026,10,800,112,6,560,16.88,14.01,94.53,78.46,1905.5904721593197,900.1216241666241,1015.997,1097.9920532226563,1040.3242
30,17,128,112,4,336,16.09,13.92,54.06,46.77,-152.55559009777426,-31.78212763612538,33.728,-3.539382266998291,21.490646
223,15,400,112,5,448,22.2,14.63,99.46,65.54,730.1604977437987,307.02035473707963,221.474,169.51497344970704,206.54407
4404,12,1200,112,8,784,17.31,14.87,135.71,116.58,3506.889426604907,4110.5643269025695,4296.322,4335.22900390625,4376.081
741,16,600,112,3,224,88.07,16.43,197.28,36.8,1574.5622441414541,1212.15572344354,745.208,783.5815063476563,791.66
401,24,400,112,12,1232,33.0,14.22,406.56,175.19,1194.3686736398604,440.46750099838204,467.232,439.6487182617187,416.3168
595,19,512,112,12,1232,23.75,14.12,292.6,173.96,1301.0538900108972,514.5143485120683,586.636,567.8329040527344,586.64124
42,15,200,112,4,336,15.31,14.12,51.44,47.44,-7.567112371134726,67.4332094101432,44.8,48.690257740020755,35.673485
326,8,600,112,2,112,51.53,15.21,57.71,17.04,1085.7713970035286,-123.06725044216569,777.426,178.57486877441406,288.57745
37,20,128,112,4,336,25.95,14.18,87.19,47.64,36.21001122580549,-57.41085672374834,50.776,42.31308135986328,92.728226
51,10,256,112,5,448,9.88,13.96,44.26,62.54,-126.11326168021992,99.4049095690446,50.444,154.0594228744507,50.625072
31,17,128,112,5,448,15.83,14.11,70.92,63.21,-167.13967982272823,-73.92783587416301,38.06,78.39416275024413,26.443844
48,17,200,112,3,224,43.73,14.86,97.96,33.29,132.86071156953926,188.06353221869276,55.948,78.13945074081421,54.516064
4716,24,800,112,6,560,51.2,17.27,286.72,96.71,2786.496611669359,3885.2311752953906,4622.076,3975.775146484375,5172.4385
1733,16,800,112,3,224,90.28,17.81,202.23,39.89,2326.8739439813417,2302.450490744561,1746.08,1852.9676513671875,1758.8245
26,10,128,112,5,448,5.25,13.64,23.52,61.11,-607.5927495777478,-11.860497556257542,30.1905,29.302487945556642,21.333544
3666,40,600,112,12,1232,57.54,16.73,708.89,206.11,2953.4302472055065,3864.02937173503,3410.33,3472.179833984375,3617.8289
31,19,128,112,3,224,27.7,14.11,62.05,31.61,-12.127766157100382,70.01352004684628,46.008,38.34743423461914,47.427784
46,8,200,112,8,784,2.78,13.92,21.8,109.13,-506.3565410259703,216.87754643366583,61.604,111.085205078125,42.86919
871,32,400,112,6,560,75.94,16.13,425.26,90.33,1785.2481488524636,1331.9291839104467,945.18,874.3087158203125,633.227
10969,30,600,112,2,112,89.22,18.26,99.93,20.45,2470.0524733764473,5989.915772278538,9711.292,11083.8478515625,10871.878
5910,16,1200,112,8,784,30.61,16.23,239.98,127.24,3758.5768950363463,5479.977213175436,5766.212,5967.5669921875,5899.055
1421,48,400,112,12,1232,72.0,16.12,887.04,198.6,2704.493484228499,2498.9502597439823,1551.624,1673.2810791015625,1652.1731
1044,10,800,112,8,784,11.67,14.7,91.49,115.25,1876.4222927094117,1088.2034049831482,1021.126,1086.1431396484375,1060.6486
2753,8,1200,112,16,1680,3.72,14.08,62.5,236.54,3138.529240373835,4156.505428327698,2796.794,2913.140283203125,2765.0063
